,game_name,seller,raiting,game_price,raiting_amount,offers,size_app,age,number_in_category,category
1720,Boba Recipe: DIY Bubble Tea,HIGAME JOINT STOCK COMPANY,4.8,0.0,19100.0,1,145900000.0,9,95,Simulation
1721,Pocket GM 3: Football Manager,Jonathan Howell,4.9,0.0,213.0,1,53500000.0,4,2,Sports
1722,Conflict of Nations: WW3,Bytro Labs GmbH,4.8,0.0,32900.0,1,72400000.0,12,36,Strategy
1723,This War of Mine,11 bit studios s.a.,4.4,0.99,1800.0,0,614900000.0,17,88,Simulation
1724,Farming USA,Bowen Games LLC,4.0,0.0,290.0,1,92900000.0,4,98,Simulation
1725,Build Master: Open Fire,FIRST FUN HONG KONG LIMITED,3.2,0.0,99.0,1,1200000000.0,9,79,Simulation
1726,Escapists 2: Pocket Breakout,Team17 Digital Limited,4.7,0.0,8400.0,0,1500000000.0,9,31,Simulation
1727,MeChat - Love secrets,IMPONILOX LIMITED,4.6,4.99,48800.0,0,241900000.0,17,50,Simulation
1728,My Little Universe,SayGames LTD,4.7,0.0,82400.0,0,514700000.00000006,12,84,Simulation
1729,The Sims™ Mobile,EA Swiss Sarl,4.7,0.0,582200.0,0,178000000.0,12,65,Simulation
1730,Civilization Revolution 2,"2K, INC.",4.2,0.0,8300.0,0,1100000000.0,12,52,Simulation
1731,Boxing Gym Story,"Kairosoft Co.,Ltd",4.6,0.0,223.0,0,310700000.0,12,17,Sports
1732,Five Nights at Freddy's 2,CLICKTEAM L.L.C.,4.6,0.0,8300.0,0,123700000.0,12,11,Strategy
1733,Papa's Wingeria To Go‪!‬,Flipline IDS LLC,4.6,1.99,196.0,1,73900000.0,4,13,Strategy
1734,Rich Inc. Idle life simulator,IDSI ARASTIRMA GELISTIRME YAZILIM BILGISAYAR SANAYI VE TICARET LIMITED SIRKETI,4.7,6.99,7200.0,0,185200000.0,12,19,Strategy
1735,Interloper,Mathew Purchase,4.2,0.0,17.0,1,116800000.0,12,96,Simulation
1736,SimpleRockets 2,"Jundroo, LLC",4.4,0.99,932.0,0,414100000.0,4,83,Simulation
1737,Universal Paperclips‪™‬,"Everybody House Games, LLC",4.5,0.0,107.0,1,195000000.0,4,56,Strategy
1738,Ace Attorney Trilogy,"CAPCOM Co., Ltd",4.6,1.99,29.0,1,1000000000.0,12,98,Simulation
1739,Papa's Donuteria To Go‪!‬,Flipline IDS LLC,4.6,4.99,352.0,0,90500000.0,4,26,Simulation
1740,Papa's Bakeria To Go‪!‬,Flipline IDS LLC,4.7,0.0,212.0,1,76400000.0,4,22,Simulation
1741,Papa's Cluckeria To Go‪!‬,Flipline IDS LLC,4.8,0.0,313.0,0,57500000.0,4,10,Simulation
1742,Youtubers Life: Gaming Channel,U-Play Online S.L.,4.0,1.99,1400.0,1,402000000.0,4,49,Simulation
1743,Rebel Inc‪.‬,Ndemic Creations LTD,4.8,0.0,35700.0,0,265300000.0,12,23,Strategy
1744,Plague Inc‪.‬,Ndemic Creations LTD,4.8,0.0,134600.0,1,109900000.0,12,2,Simulation
1745,Dough it ‪!‬,"ZPLAY (HK) TECHNOLOGY CO., LIMITED",4.5,0.0,162.0,1,211600000.0,4,87,Simulation
1746,Idle Office Tycoon - Get Rich‪!‬,Chengdu Warrior Tech Limited,4.7,2.99,18400.0,1,442800000.0,9,9,Strategy
1747,Idle Egg Factory 3D,Solid Games LIMITED,4.8,5.99,17900.0,1,187600000.0,4,14,Strategy
1748,FIFA Mobile: FIFA World Cup‪™‬,EA Swiss Sarl,4.7,0.0,835800.0,1,226100000.0,4,3,Sports
1749,YouRiding - Surf and Bodyboard,"Boardscore, Inc.",3.8,6.99,27.0,1,170100000.0,4,7,Sports
1750,Hunt & Seek,Kwalee Ltd,4.7,0.0,16100.0,1,184200000.0,12,80,Simulation
1751,Falling Art Ragdoll Simulator,"BoomBit, Inc.",3.8,0.0,2200.0,1,308200000.0,12,77,Simulation
1752,FNaF 6: Pizzeria Simulator,CLICKTEAM L.L.C.,4.6,2.99,3400.0,0,165800000.0,12,27,Simulation
1753,Pocket City,Codebrew Games Inc.,4.7,0.0,4600.0,1,67300000.0,9,40,Simulation
1754,Last Fortress: Underground,LIFE IS A GAME LIMITED,4.6,9.99,43500.0,1,1500000000.0,12,22,Strategy
1755,RollerCoaster Tycoon® 3,Frontier Developments Limited,3.9,0.0,1500.0,1,704600000.0,4,64,Strategy
1756,Football Manager 2023 Mobile,Sega America,4.8,0.0,659.0,1,1300000000.0,4,3,Sports
1757,Papa's Taco Mia To Go‪!‬,Flipline IDS LLC,4.1,0.0,199.0,0,107000000.0,4,29,Simulation
1758,Football Strike,Miniclip SA,4.7,0.0,330100.0,0,203400000.0,4,24,Sports
1759,Gold and Goblins: Idle Merger,AppQuantum Publishing Ltd,4.5,0.0,20100.0,0,208400000.0,4,70,Simulation
1760,Papa's Cheeseria To Go‪!‬,Flipline IDS LLC,4.7,0.99,236.0,0,76800000.0,4,24,Strategy
1761,Diamond Painting ASMR Coloring,"CRAZY LABS BY TABTALE , G.P.",4.5,0.0,30900.0,1,271200000.0,12,98,Simulation
1762,Fill The Fridge‪!‬,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.6,0.0,130100.0,0,207200000.0,12,61,Simulation
1763,Cat Fishing Simulator,Ramzan Arif,2.0,0.99,1.0,0,67600000.0,4,97,Simulation
1764,Rebuild 3: Gangs of Deadsville,Northway Games Corp.,4.6,0.0,363.0,0,120300000.0,12,82,Strategy
1765,Papa's Burgeria To Go‪!‬,Flipline IDS LLC,4.1,0.0,285.0,1,62900000.0,4,12,Strategy
1766,Papa's Cupcakeria To Go‪!‬,Flipline IDS LLC,3.8,0.0,409.0,0,88200000.0,4,18,Simulation
1767,Weed Inc: Idle Tycoon,Metamoki Inc.,4.8,0.0,166100.0,1,221200000.0,17,34,Strategy
1768,Turmoil,"Xiamen Leiting Network Technology Co., Ltd.",4.5,0.0,12600.0,1,1600000000.0,4,30,Strategy
1769,Papa's Scooperia To Go‪!‬,Flipline IDS LLC,4.6,0.0,418.0,1,70100000.0,4,19,Simulation
1770,Pocket GM 21: Football Manager,Jonathan Howell,4.9,0.0,2000.0,1,35200000.0,4,12,Sports
1771,Ultimate General™: Gettysburg,Gamelabs LLC,4.6,2.99,2600.0,0,293500000.0,9,81,Strategy
1772,8 Ball Pool‪™‬,Miniclip SA,4.7,5.99,3400000.0,0,221600000.0,4,2,Sports
1773,Game Dev Tycoon,Greenheart Games Pty. Ltd.,4.9,0.0,20800.0,1,181200000.0,4,55,Strategy
1774,Jumbo Airport Story,"Kairosoft Co.,Ltd",4.7,0.99,274.0,1,290200000.0,4,57,Strategy
1775,Basketball Stars™: Multiplayer,Miniclip SA,4.7,0.0,287000.0,1,207600000.0,4,27,Sports
1776,SimplePlanes,"Jundroo, LLC",4.7,0.99,2300.0,0,389600000.0,4,47,Simulation
1777,Makeover Studio: Makeup Games,"LIHAO TECH CO., LIMITED",4.5,4.99,32800.0,0,371900000.0,12,1,Simulation
1778,RollerCoaster Tycoon® Classic,"Atari, Interactive",4.3,0.0,2600.0,1,426000000.0,4,39,Strategy
1779,Clay Hunt PRO,Shotgun Gaming Oy,4.7,9.99,1000.0,0,263300000.0,12,9,Sports
1780,ROME: Total War,Feral Interactive Ltd,4.8,0.0,15200.0,0,3900000000.0,12,59,Strategy
1781,Papa's Freezeria To Go‪!‬,Flipline IDS LLC,4.2,0.0,1900.0,0,67000000.0,4,3,Simulation
1782,Papa's Mocharia To Go‪!‬,Flipline IDS LLC,4.6,0.0,589.0,0,84500000.0,4,9,Simulation
1783,Dream League Soccer 2023,First Touch Games Ltd.,4.6,0.0,301600.0,0,584200000.0,4,13,Sports
1784,Mini Metro,Dinosaur Polo Club Limited,4.9,3.99,26000.0,1,161100000.0,4,43,Strategy
1785,Papa's Pancakeria To Go‪!‬,Flipline IDS LLC,4.5,0.0,276.0,1,72100000.0,4,14,Strategy
1786,Backflip Master - Parkour Game,Voodoo,4.7,0.0,13900.0,0,233700000.0,12,69,Sports
1787,Mini Golf - Watch Game,Tocapp Games S.L.,4.0,0.0,70.0,1,85000000.0,4,98,Sports
1788,Sniper Champions - Gun Range,Gameloft,4.8,0.0,48100.0,1,470500000.0,12,86,Sports
1789,Stinger Table Hockey,Blaine Hodge,4.3,0.0,144.0,1,31400000.0,4,91,Sports
1790,The Program: College Football,Atomic Moguls Inc,4.6,0.99,3100.0,0,72600000.0,4,37,Sports
1791,Real Gangster Mafia Vice Town,Bui Lam Tung,4.1,0.99,5900.0,0,495900000.0,12,73,Sports
1792,HyperBowl,"Technicat, LLC",4.6,1.99,241.0,0,191300000.0,4,99,Sports
1793,BASEBALL 9,playus soft,4.5,0.0,42300.0,1,291600000.0,4,56,Sports
1794,Team Canada Table Hockey,Blaine Hodge,4.3,0.99,169.0,1,31100000.0,4,52,Sports
1795,Flipper Dunk,Zynga Inc.,4.6,0.0,131700.0,1,204700000.0,12,60,Sports
1796,Duck Life: Battle,MoFunZone Inc,4.6,0.0,725.0,1,840900000.0,4,83,Sports
1797,Ultimate Golf‪!‬,Miniclip SA,4.6,0.0,98400.0,1,518300000.0,4,35,Sports
1798,Touchgrind BMX 2,Illusion Labs AB,4.8,4.99,82100.0,0,566700000.0,4,49,Sports
1799,Flip Diving,MotionVolt Games Oy,4.6,0.0,65800.0,1,276500000.0,12,95,Sports
1800,Ice Lakes,Paradox Interactive AB,4.7,0.0,550.0,0,1500000000.0,4,19,Sports
1801,Desert Golfing,Captain Games Inc.,4.6,2.99,588.0,0,2200000.0,4,83,Sports
1802,Crux: The Great Outdoors,Benjamin Dressler,3.8,0.0,6.0,1,152300000.0,4,80,Sports
1803,Pro Wrestling Simulator 2023,Eledev Digital Ltd,0.0,1.99,0.0,0,2500000.0,9,42,Sports
1804,Real Boxing 2,Vivid Games S.A.,4.6,0.0,28200.0,1,1900000000.0,12,50,Sports
1805,Chop Chop Soccer,Gamerizon,4.3,0.0,11.0,1,152400000.0,4,68,Sports
1806,Go Rally,Inputwish s.r.o.,4.1,3.99,100.0,1,204500000.0,4,48,Racing
1807,Bowling Crew,WARGAMING Group Limited,4.8,0.99,52200.0,0,303500000.0,4,81,Sports
1808,EA SPORTS™ UFC® 2,EA Swiss Sarl,4.7,1.99,25700.0,0,182200000.0,12,45,Sports
1809,WGT Golf,"World Golf Tour, Inc",4.5,0.0,93900.0,1,326400000.0,4,56,Sports
1810,Shopping Cart Hero 3,MonkeyWantBanana,4.3,1.99,38.0,0,11400000.0,9,74,Sports
1811,Football Referee Simulator,Vladimir Pliashkun,4.3,0.0,3.0,1,247700000.0,4,98,Sports
1812,Dolphin Up,Alan Rawkins,4.6,0.0,86.0,1,101700000.0,4,46,Sports
1813,Pixel Cup Soccer 16,ODT S.A.,4.2,0.0,118.0,1,67099999.99999999,4,86,Sports
1814,Game Spinner,Georgi Zlatinov,4.5,0.0,305.0,1,22200000.0,4,49,Sports
1815,Duck Life: Retro Pack,MoFunZone Inc,4.4,1.99,148.0,0,570900000.0,4,52,Sports
1816,Super Goal - Soccer Stickman,Gamegou Limited,4.6,1.99,3600.0,0,269500000.0,4,31,Sports
1817,Golf Clash,Playdemic Ltd,4.5,3.99,2000000.0,0,287300000.0,12,77,Sports
1818,Flip Master,MotionVolt Games Oy,4.6,0.0,55400.0,1,287300000.0,12,90,Sports
1819,Chop Chop Hockey,Gamerizon,4.2,0.0,31.0,1,128600000.0,9,76,Sports
1820,Dribble Hoops,Voodoo,4.7,0.0,54600.0,1,336300000.0,12,43,Sports
1821,Golfing Over It,Alvaro Mahillo Sanchez-Mateos,3.0,0.0,86.0,1,144600000.0,4,43,Sports
1822,Golf Guys,Voodoo,4.5,0.0,504.0,1,304700000.0,12,98,Sports
1823,Pool Slide Story,"Kairosoft Co.,Ltd",4.8,0.0,129.0,0,247600000.0,4,91,Sports
1824,Golf Rival - Multiplayer Games,Zynga Inc.,4.5,0.0,96000.0,1,346400000.0,4,86,Sports
1825,Freediving Hunter Adrenaline,"Strongbox3d, LLC",3.8,1.99,55.0,0,479000000.0,12,95,Sports
1826,Ping Pong Fury: Table Tennis,Yakuto Limited,4.7,0.0,24000.0,0,279100000.0,4,93,Sports
1827,College Lacrosse 2019,"Carlo Sunseri, LLC",4.1,0.0,440.0,0,437400000.0,4,35,Sports
1828,Baseball Trivia Pro,Nick Petrov,5.0,0.0,14.0,0,11700000.0,4,14,Trivia
1829,Touch-Down 3D,"CRAZY LABS BY TABTALE , G.P.",4.7,0.0,40100.0,0,117300000.0,12,50,Sports
1830,Mini Basketball,Miniclip SA,4.7,0.0,54400.0,0,489300000.0,4,40,Sports
1831,Superstar Hockey: Pass & Score,Big Idea Games Inc.,4.8,0.0,4900.0,0,204500000.0,4,88,Sports
1832,Playground Ragdoll,Ly Duc Huan,2.1,0.0,51.0,1,240700000.0,12,31,Sports
1833,Block'em All,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.7,0.0,53200.0,0,247600000.0,9,78,Sports
1834,Punch Guys,UNCOSOFT YAZILIM A.S.,4.7,0.0,14400.0,0,211200000.0,12,53,Sports
1835,Pocket Stables,"Kairosoft Co.,Ltd",4.7,1.99,60.0,1,257000000.0,4,36,Sports
1836,Take'em Down‪!‬,Joygame Oyun ve Teknoloji A.S.,4.6,0.0,4100.0,1,291400000.0,9,92,Sports
1837,Ice Hockey Shootout Classic,Nolan Schaefer,2.8,0.0,5.0,1,202000000.0,4,88,Sports
1838,Kick Ups - Soccer,abedalkareem omreyh,0.0,0.0,0.0,1,1100000.0,4,67,Sports
1839,Fishing Clash,Ten Square Games S.A.,4.8,5.99,115200.0,0,416400000.0,12,96,Sports
1840,EA SPORTS™ FIFA 23 Companion,EA Swiss Sarl,3.5,2.99,21500.0,1,94400000.0,4,29,Sports
1841,Stickman Hook,MADBOX,4.7,0.0,658900.0,1,188500000.0,12,28,Sports
1842,Mech Arena,Plarium Global Ltd,4.9,2.99,85800.0,1,272000000.0,9,68,Sports
1843,Car Driving Games 2022,Rizwan Naseem,4.4,5.99,7100.0,0,146900000.0,4,101,Sports
1844,Sports Trivia Star: Sports App,Super Lucky Games LLC,4.9,0.99,506.0,0,210800000.0,4,8,Trivia
1845,Electric RC Sim,Ben White,4.2,3.99,55.0,0,72100000.0,4,32,Sports
1846,Football Chairman Pro,Underground Creative Ltd,4.7,2.99,263.0,1,33400000.0,4,32,Sports
1847,Golf Battle,Miniclip SA,4.7,9.99,293600.0,1,172200000.0,4,33,Sports
1848,Fun Race 3D,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.6,0.0,775400.0,0,209300000.0,12,75,Sports
1849,QWOP for iOS,Bennett Foddy,3.9,0.0,23.0,1,31900000.0,4,44,Sports
1850,Solitaire Zillionaire Win Cash,ME2ZEN LTD,4.7,0.0,1800.0,0,296900000.0,17,80,Sports
1851,Boxing Star,Four Thirty Three,4.6,0.0,89900.0,0,1800000000.0,12,62,Sports
1852,"I, The One - Accurate Fighting",AZUR INTERACTIVE GAMES LIMITED,4.6,0.0,61500.0,0,264900000.0,12,85,Sports
1853,Pocket Skate,Peter Leary,4.1,0.0,30.0,0,154900000.0,4,18,Sports
1854,DiveChamp2,Jean-Baptiste Bolcato,4.7,0.0,54.0,0,128100000.0,4,51,Sports
1855,Boxing Manager,Sport and Financial Limited,4.7,0.0,2200.0,0,66500000.0,12,23,Sports
1856,Golf On Mars,Captain Games Inc.,4.3,0.0,158.0,0,2000000.0,4,74,Sports
1857,OK Golf,Okidokico Entertainment Inc.,3.9,0.99,238.0,0,589500000.0,4,53,Sports
1858,Arcade Hoops Basketball‪™‬,Skyworks Interactive Corp.,4.3,0.0,63.0,1,19100000.0,9,96,Sports
1859,HB2 PLUS,Com2uS Corp.,4.3,0.99,898.0,1,57200000.0,4,84,Sports
1860,LEATHER‪®‬,Studio Industrial Ltd,4.8,2.99,118.0,0,163800000.0,4,85,Sports
1861,Battle Disc,SayGames LTD,4.7,0.99,217900.0,0,296600000.0,12,54,Sports
1862,Basketball Club Story,"Kairosoft Co.,Ltd",4.7,0.99,125.0,0,277600000.0,4,28,Sports
1863,Axis Football Classic,"Axis Games, Inc.",3.4,3.99,2300.0,0,561000000.0,12,99,Sports
1864,Basketball Arena - Sports Game,MASOMO LIMITED,4.8,2.99,86500.0,1,243200000.0,4,36,Sports
1865,Ridiculous Rugby,Blaine Hodge,4.8,0.0,111.0,1,75700000.0,9,52,Sports
1866,8 Ball Strike: Win Real Cash,Aviagames Inc.,4.9,0.0,2200.0,1,244400000.0,17,66,Sports
1867,American Football Champs,Refined Games Inc,4.6,0.0,54500.0,1,166000000.0,4,78,Sports
1868,Top Eleven Be a Soccer Manager,Nordeus Ltd,4.7,0.99,65700.0,1,357500000.0,4,41,Sports
1869,Touchgrind Skate 2,Illusion Labs AB,3.5,5.99,10900.0,0,492300000.0,4,57,Sports
1870,Cornhole League,TapNation,4.5,2.99,60100.0,0,482600000.0,12,74,Sports
1871,Pool - Win Real Cash,VLB,4.5,4.99,3200.0,0,381900000.0,17,96,Sports
1872,Volleyball Arena,Miniclip SA,4.7,0.0,13600.0,1,245700000.0,4,38,Sports
1873,MADFUT 23,"MEDFUT, OOO",4.8,1.99,19900.0,0,119100000.0,4,69,Sports
1874,Ice Rage,Mountain Sheep,4.2,0.0,121.0,0,71900000.0,4,23,Sports
1875,World Cup Table Tennis‪™‬,Skyworks Interactive Corp.,4.4,5.99,118.0,0,31500000.0,4,62,Sports
1876,Kiteboard Hero,Mind Pump Games Ltd,4.7,0.0,12.0,0,91900000.0,4,72,Sports
1877,College BBALL Coach,David Zolnier,4.3,0.99,223.0,0,87100000.0,4,82,Sports
1878,Golf Peaks,Lukasz Spierewka,4.7,0.0,557.0,0,182300000.0,4,37,Sports
1879,Virtual Crokinole,Jotinder Dhanjal,3.1,0.0,15.0,0,88800000.0,4,87,Sports
1880,SUPER SIDEKICKS ACA NEOGEO,SNK CORPORATION,5.0,0.0,2.0,0,168100000.0,4,64,Sports
1881,Idle Five - Basketball Manager,Gaminho,4.8,0.0,10700.0,0,386700000.0,4,87,Sports
1882,Alphaputt,Sennep,4.0,0.0,235.0,0,572000000.0,4,78,Sports
1883,10 Pin Shuffle Pro Bowling,Digital Smoke,4.7,0.0,1500.0,0,29900000.0,4,68,Sports
1884,Grand Prix Story,"Kairosoft Co.,Ltd",4.6,0.0,30.0,0,256600000.00000003,4,77,Sports
1885,Baseball Clash: Real-time game,Miniclip SA,4.7,4.99,49200.0,0,2600000000.0,4,58,Sports
1886,i Fishing,Chris Egerter,4.7,0.0,663.0,1,126000000.0,4,100,Sports
1887,Vegas Bowling Watch,RESETgame,3.0,0.0,18.0,1,12100000.0,12,30,Sports
1888,NBA CLASH: Basketball Game,Nifty Games Inc,4.8,0.0,3500.0,1,339800000.0,4,42,Sports
1889,Hooked Inc: Fishing Games,Lion Studios LLC,4.7,0.0,448600.0,1,340500000.0,12,58,Sports
1890,Forest Golf Planner,"Kairosoft Co.,Ltd",4.7,0.0,61.0,1,293700000.0,4,75,Sports
1891,Pro Strategy Football 2022,Kerry Batts,3.9,1.99,22.0,0,423800000.0,4,55,Sports
1892,Punch Club,TINYBUILD LLC,3.3,0.0,374.0,1,340000000.0,12,51,Sports
1893,Touchdown Glory 2022,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.6,5.99,86000.0,0,188000000.0,12,61,Sports
1894,Dumb Ways to Die 2: The Games,Metro Trains Melbourne Pty Ltd,4.5,6.99,23900.0,1,1600000000.0,12,44,Sports
1895,Soccer Kick,Voodoo,4.6,0.99,210700.0,1,184200000.0,12,71,Sports
1896,PicaSim - Flight Simulator,Danny Chapman,4.7,0.0,95.0,1,70000000.0,4,34,Sports
1897,Soccer Stars: Football Kick,Miniclip SA,4.8,1.99,159300.0,0,189400000.0,4,48,Sports
1898,Head Ball 2 - Soccer Game,MASOMO LIMITED,4.7,4.99,161500.0,0,232800000.0,4,20,Sports
1899,Flick Golf‪!‬,Full Fat Productions Ltd,3.9,0.99,225.0,0,56600000.0,4,50,Sports
1900,My Exercise‪⁢‬,Playables GmbH,5.0,0.0,34.0,1,366200000.0,4,81,Sports
1901,Soccer Cup 2022: Football Game,Inlogic software s.r.o,4.5,0.0,28800.0,1,158400000.0,4,76,Sports
1902,NBA LIVE Mobile Basketball,EA Swiss Sarl,4.7,0.0,459800.0,1,217500000.0,4,63,Sports
1903,Jumpy Horse Show Jumping,Internet Reshenia LLC,3.9,7.99,500.0,1,567200000.0,4,40,Sports
1904,Retro Basketball Coach 2023,Swipe Studios Interactive Limited,0.0,0.0,0.0,0,77900000.0,4,45,Sports
1905,Traffic Rush,Donut Games,4.5,0.0,489.0,0,9500000.0,9,97,Strategy
1906,SimCity BuildIt,EA Swiss Sarl,4.0,0.0,38100.0,0,247500000.0,4,41,Strategy
1907,Kittens Game,Dmitrii Popov,4.6,0.0,245.0,1,18400000.0,4,97,Strategy
1908,Nexomon,LIME TURTLE INC,4.7,0.0,5400.0,1,1400000000.0,9,62,Playing
1909,Fieldrunners 2,"Subatomic Studios, LLC",4.1,1.99,1100.0,1,91500000.0,9,83,Strategy
1910,The Bonfire 2 Uncharted Shores,Xigma Games,4.6,0.0,1500.0,1,1200000000.0,12,87,Strategy
1911,Warpath: Ace Shooter,"LilithGame Co., Ltd",4.7,0.0,54800.0,0,2100000000.0,12,23,Strategy
1912,Company of Heroes,Feral Interactive Ltd,4.7,1.99,5200.0,0,3900000000.0,17,83,Strategy
1913,Cooking City: Restaurant Games,"MagicSeven Co., Ltd",4.8,2.99,143400.0,0,706700000.0,4,70,Strategy
1914,XCOM®: Enemy Within,"2K, INC.",4.3,4.99,5200.0,0,3500000000.0,17,77,Strategy
1915,Bloons TD Battles,Ninja Kiwi Limited,4.8,0.0,335300.0,0,182900000.0,9,67,Strategy
1916,The Grand Mafia,YOTTA GAMES PTE LTD,4.5,0.0,7900.0,0,204200000.0,17,60,Strategy
1917,The Walking Dead: Survivors,Galaxy Play Technology Limited,4.7,0.0,53900.0,0,1600000000.0,12,73,Strategy
1918,Mobile Legends: Bang Bang,"Shanghai Moonton Technology Co., Ltd.",4.5,1.99,426500.0,1,430600000.0,12,70,Strategy
1919,One Night at Flumpty's 3,CLICKTEAM L.L.C.,4.6,0.99,249.0,0,395500000.0,12,92,Strategy
1920,Crush the Castle,Armor Games Inc,3.7,5.99,152.0,0,44800000.0,12,79,Strategy
1921,Idle Theme Park - Tycoon Game,Digital Things Sociedad Limitada,4.6,0.99,129699.0,0,668400000.0,9,77,Strategy
1922,SpongeBob: Krusty Cook-Off,Tilting Point LLC,4.7,0.0,150000.0,1,537000000.0,4,47,Strategy
1923,Island War: Raid,SamShui Corporation,4.9,0.0,18900.0,0,340100000.0,9,100,Strategy
1924,ExoMiner - Idle Miner Universe,ExoCorp AB,4.7,6.99,7500.0,1,201600000.0,4,94,Strategy
1925,TFT: Teamfight Tactics,Riot Games,4.3,0.0,29700.0,0,111900000.0,12,61,Strategy
1926,Mafia City: War of Underworld,YOTTA GAMES PTE LTD,4.8,0.0,123500.0,0,211000000.0,17,85,Strategy
1927,RollerCoaster Tycoon® Touch‪™‬,"Atari, Interactive",4.5,9.99,73500.0,1,1700000000.0,4,95,Strategy
1928,Catan Universe,United Soft Media Verlag GmbH,4.0,1.99,22400.0,1,1000000000.0,4,92,Strategy
1929,Chess Clock by Chess.com,"Chess.com, LLC",4.7,0.0,225.0,0,4200000.0,4,91,Strategy
1930,War Machines：Tanks Combat Game,Fun Games For Free,4.6,8.99,153100.0,1,456200000.0,12,44,Strategy
1931,Factory World,AI GAMES FZ LLC,4.6,0.0,11000.0,1,516100000.0,12,49,Strategy
1932,Age of Apes,TAP4FUN (HONGKONG) LIMITED,4.7,0.0,13900.0,0,919400000.0,12,54,Strategy
1933,Baldi's Basics Classic,"Basically Games, LLC",4.2,2.99,11000.0,1,294900000.0,9,69,Strategy
1934,Fieldrunners,"Subatomic Studios, LLC",4.8,0.0,1400.0,1,75100000.0,9,88,Strategy
1935,Idle Lumber Empire - Wood Game,Game Veterans Ltd,4.6,2.99,49100.0,1,260700000.0,12,57,Strategy
1936,Frozen City,Century Games Pte. Ltd.,4.9,0.0,396.0,1,620000000.0,12,56,Strategy
1937,Idle Miner Tycoon: Money Games,Kolibri Games GmbH,4.7,3.99,606100.0,0,381000000.0,12,61,Strategy
1938,"Cash, Inc. Fame & Fortune Game",Lion Studios Plus LLC,4.9,0.0,540800.0,1,261700000.0,12,55,Strategy
1939,"Egg, Inc‪.‬","Auxbrain, Inc.",4.8,0.0,459700.0,1,104200000.0,12,43,Strategy
1940,Animal Revolt Battle Simulator,VDimension Ltd,4.6,2.99,72400.0,0,792200000.0,12,67,Strategy
1941,State Connect: Traffic Control,AI GAMES FZ LLC,4.2,0.0,42300.0,1,253500000.0,12,84,Strategy
1942,The Ants: Underground Kingdom,"ChengDu Starunion Interactive Entertainment Technology Co., Ltd.",4.6,0.0,22300.0,1,196000000.0,9,39,Strategy
1943,Pokémon UNITE,The Pokemon Company,4.7,0.0,89700.0,1,606900000.0,4,48,Strategy
1944,Stay Room: SilentCastle Origin,OLIVER HAYDON,4.5,4.99,20900.0,0,239700000.0,9,40,Strategy
1945,Idle Coffee Shop Tycoon - Game,Digital Things Sociedad Limitada,4.7,0.0,323.0,1,731400000.0,4,88,Strategy
1946,T3 Arena,XD Entertainment Pte Ltd,4.8,0.0,59900.0,1,2000000000.0,9,80,Strategy
1947,MONOPOLY Tycoon,Nvizzio Creations Inc,4.8,1.99,12400.0,1,702700000.0,4,85,Strategy
1948,The Battle Cats,ponos corporation,4.5,0.0,29100.0,0,159900000.0,9,74,Strategy
1949,Total War: MEDIEVAL II,Feral Interactive Ltd,4.9,0.0,2700.0,0,2100000000.0,12,51,Strategy
1950,Piston Clicker,ozan akbaba,4.3,0.0,228.0,0,135200000.0,12,62,Strategy
1951,Tower War - Tactical Conquest,SayGames LTD,4.2,0.0,12400.0,0,189100000.0,17,50,Strategy
1952,Ant Legion,G-MEI NETWORK TECHNOLOGY CO LIMITED,3.7,0.0,872.0,1,725100000.0,12,77,Strategy
1953,Supermarket Village—Farm Town,Digital Things Sociedad Limitada,4.7,0.0,2000.0,1,456800000.0,4,97,Strategy
1954,League of Legends: Wild Rift,Riot Games,4.1,19.99,34100.0,1,3800000000.0,12,63,Strategy
1955,Alien: Blackout,"D3Publisher of America, Inc.",4.4,0.0,1200.0,1,581000000.0,12,67,Strategy
1956,Supremacy 1914,Bytro Labs GmbH,4.8,4.99,13900.0,0,75200000.0,12,98,Strategy
1957,Sheltered,Team17 Digital Limited,4.2,0.99,324.0,1,421900000.0,12,75,Strategy
1958,Infectonator 3: Apocalypse,Armor Games Inc,4.8,0.0,1400.0,1,179300000.0,9,99,Strategy
1959,Royal Defense‪!‬,Voodoo,4.4,5.99,2000.0,1,280700000.0,12,68,Strategy
1960,Bloons TD Battles 2,Ninja Kiwi Limited,4.1,0.99,973.0,0,87100000.0,9,90,Strategy
1961,Last Day on Earth: Survival,AP KEFIR LTD,4.5,5.99,75900.0,0,1000000000.0,17,65,Strategy
1962,Overcrowded: Tycoon,ZeptoLab UK Limited,4.7,0.0,8600.0,0,448000000.0,4,76,Strategy
1963,aa,General Adaptive Apps Pty Ltd,3.7,0.0,4300.0,0,10300000.0,4,95,Strategy
1964,The Escapists: Prison Escape,Team17 Digital Limited,4.4,0.0,3300.0,1,491800000.0,9,37,Strategy
1965,Stormshot,FunPlus International AG,4.3,1.99,6600.0,1,863800000.0,12,32,Strategy
1966,Pirates Outlaws,Fabled Game Limited,4.5,1.99,1700.0,0,326600000.0,9,23,Card
1967,Clue: The Classic Mystery Game,Marmalade Game Studio Limited,4.7,0.0,27900.0,1,1400000000.0,12,2,Board
